,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level
3565,2017,Aguascalientes,Menos de 1 s.m.,112819,103114,9705,1340589,948354,392235,0,0,0
3566,2017,Aguascalientes,M s de 1 hasta 2 s.m.,4983,3807,1176,1340589,948354,392235,0,0,0
3567,2017,Aguascalientes,M s de 10 s.m.,330275,157132,173143,1340589,948354,392235,0,0,0
3568,2017,Aguascalientes,M s de 2 hasta 3 s.m.,170677,162669,8008,1340589,948354,392235,0,0,0
3569,2017,Aguascalientes,M s de 3 hasta 5 s.m.,543722,372849,170873,1340589,948354,392235,0,0,0
3570,2017,Aguascalientes,M s de 5 hasta 10 s.m.,71372,55120,16252,1340589,948354,392235,0,0,0
3571,2017,Aguascalientes,No especificado,14348,9197,5151,1340589,948354,392235,0,0,0
3572,2017,Aguascalientes,No recibe ingresos,81560,74781,6779,1340589,948354,392235,0,0,0
3573,2017,Baja California,1 salario m¡nimo,4051,3557,494,3909474,2547737,1361737,0,0,0
3574,2017,Baja California,Menos de 1 s.m.,302743,219872,82871,3909474,2547737,1361737,0,0,0
3575,2017,Baja California,M s de 1 hasta 2 s.m.,37616,32354,5262,3909474,2547737,1361737,0,0,0
3576,2017,Baja California,M s de 10 s.m.,1062720,532010,530710,3909474,2547737,1361737,0,0,0
3577,2017,Baja California,M s de 2 hasta 3 s.m.,461707,445703,16004,3909474,2547737,1361737,0,0,0
3578,2017,Baja California,M s de 3 hasta 5 s.m.,1557978,927232,630746,3909474,2547737,1361737,0,0,0
3579,2017,Baja California,M s de 5 hasta 10 s.m.,156715,109444,47271,3909474,2547737,1361737,0,0,0
3580,2017,Baja California,No especificado,51732,37476,14256,3909474,2547737,1361737,0,0,0
3581,2017,Baja California,No recibe ingresos,274212,240089,34123,3909474,2547737,1361737,0,0,0
3582,2017,Baja California Sur,1 salario m¡nimo,21279,18769,2510,759189,544519,214670,0,0,0
3583,2017,Baja California Sur,Menos de 1 s.m.,98601,86871,11730,759189,544519,214670,0,0,0
3584,2017,Baja California Sur,M s de 1 hasta 2 s.m.,14901,12841,2060,759189,544519,214670,0,0,0
3585,2017,Baja California Sur,M s de 10 s.m.,222279,97529,124750,759189,544519,214670,0,0,0
3586,2017,Baja California Sur,M s de 2 hasta 3 s.m.,181298,173512,7786,759189,544519,214670,0,0,0
3587,2017,Baja California Sur,M s de 3 hasta 5 s.m.,111127,70326,40801,759189,544519,214670,0,0,0
3588,2017,Baja California Sur,M s de 5 hasta 10 s.m.,41819,30933,10886,759189,544519,214670,0,0,0
3589,2017,Baja California Sur,No especificado,12327,6262,6065,759189,544519,214670,0,0,0
3590,2017,Baja California Sur,No recibe ingresos,55558,47476,8082,759189,544519,214670,0,0,0
3591,2017,Campeche,1 salario m¡nimo,26856,20055,6801,977787,715290,262497,0,0,0
3592,2017,Campeche,Menos de 1 s.m.,316509,298602,17907,977787,715290,262497,0,0,0
3593,2017,Campeche,M s de 1 hasta 2 s.m.,4053,3363,690,977787,715290,262497,0,0,0
3594,2017,Campeche,M s de 10 s.m.,253640,100869,152771,977787,715290,262497,0,0,0
3595,2017,Campeche,M s de 2 hasta 3 s.m.,148034,139197,8837,977787,715290,262497,0,0,0
3596,2017,Campeche,M s de 3 hasta 5 s.m.,134478,70036,64442,977787,715290,262497,0,0,0
3597,2017,Campeche,M s de 5 hasta 10 s.m.,32224,26131,6093,977787,715290,262497,0,0,0
3598,2017,Campeche,No especificado,9274,7129,2145,977787,715290,262497,0,0,0
3599,2017,Campeche,No recibe ingresos,52719,49908,2811,977787,715290,262497,0,0,0
3600,2017,Chiapas,1 salario m¡nimo,14807,14409,398,5580307,4534741,1045566,0,0,0
3601,2017,Chiapas,Menos de 1 s.m.,2968975,2878648,90327,5580307,4534741,1045566,0,0,0
3602,2017,Chiapas,M s de 1 hasta 2 s.m.,13764,9677,4087,5580307,4534741,1045566,0,0,0
3603,2017,Chiapas,M s de 10 s.m.,966785,382611,584174,5580307,4534741,1045566,0,0,0
3604,2017,Chiapas,M s de 2 hasta 3 s.m.,562468,553686,8782,5580307,4534741,1045566,0,0,0
3605,2017,Chiapas,M s de 3 hasta 5 s.m.,643726,330245,313481,5580307,4534741,1045566,0,0,0
3606,2017,Chiapas,M s de 5 hasta 10 s.m.,139467,113836,25631,5580307,4534741,1045566,0,0,0
3607,2017,Chiapas,No especificado,22539,12106,10433,5580307,4534741,1045566,0,0,0
3608,2017,Chiapas,No recibe ingresos,247776,239523,8253,5580307,4534741,1045566,0,0,0
3609,2017,Chihuahua,1 salario m¡nimo,53270,51026,2244,4368023,2908973,1459050,0,0,0
3610,2017,Chihuahua,Menos de 1 s.m.,566683,505342,61341,4368023,2908973,1459050,0,0,0
3611,2017,Chihuahua,M s de 1 hasta 2 s.m.,41311,30916,10395,4368023,2908973,1459050,0,0,0
3612,2017,Chihuahua,M s de 10 s.m.,862181,422792,439389,4368023,2908973,1459050,0,0,0
3613,2017,Chihuahua,M s de 2 hasta 3 s.m.,463731,442087,21644,4368023,2908973,1459050,0,0,0
3614,2017,Chihuahua,M s de 3 hasta 5 s.m.,1967371,1124034,843337,4368023,2908973,1459050,0,0,0
3615,2017,Chihuahua,M s de 5 hasta 10 s.m.,186500,135556,50944,4368023,2908973,1459050,0,0,0
3616,2017,Chihuahua,No especificado,38966,26192,12774,4368023,2908973,1459050,0,0,0
3617,2017,Chihuahua,No recibe ingresos,188010,171028,16982,4368023,2908973,1459050,0,0,0
3618,2017,Ciudad de Mxico,1 salario m¡nimo,3421,1641,1780,7580267,4926721,2653546,0,0,0
3619,2017,Ciudad de Mxico,Menos de 1 s.m.,88769,78017,10752,7580267,4926721,2653546,0,0,0
3620,2017,Ciudad de Mxico,M s de 1 hasta 2 s.m.,43120,36119,7001,7580267,4926721,2653546,0,0,0
3621,2017,Ciudad de Mxico,M s de 10 s.m.,2727182,1301877,1425305,7580267,4926721,2653546,0,0,0
3622,2017,Ciudad de Mxico,M s de 2 hasta 3 s.m.,1045635,941422,104213,7580267,4926721,2653546,0,0,0
3623,2017,Ciudad de Mxico,M s de 3 hasta 5 s.m.,1853552,1150910,702642,7580267,4926721,2653546,0,0,0
3624,2017,Ciudad de Mxico,M s de 5 hasta 10 s.m.,479254,319839,159415,7580267,4926721,2653546,0,0,0
3625,2017,Ciudad de Mxico,No especificado,345329,225156,120173,7580267,4926721,2653546,0,0,0
3626,2017,Ciudad de Mxico,No recibe ingresos,994005,871740,122265,7580267,4926721,2653546,0,0,0
3627,2017,Coahuila,1 salario m¡nimo,45448,43450,1998,3417500,2451946,965554,0,0,0
3628,2017,Coahuila,Menos de 1 s.m.,218824,201725,17099,3417500,2451946,965554,0,0,0
3629,2017,Coahuila,M s de 1 hasta 2 s.m.,18693,15648,3045,3417500,2451946,965554,0,0,0
3630,2017,Coahuila,M s de 10 s.m.,721123,334524,386599,3417500,2451946,965554,0,0,0
3631,2017,Coahuila,M s de 2 hasta 3 s.m.,468153,444097,24056,3417500,2451946,965554,0,0,0
3632,2017,Coahuila,M s de 3 hasta 5 s.m.,1555829,1079166,476663,3417500,2451946,965554,0,0,0
3633,2017,Coahuila,M s de 5 hasta 10 s.m.,135934,108252,27682,3417500,2451946,965554,0,0,0
3634,2017,Coahuila,No especificado,35355,22754,12601,3417500,2451946,965554,0,0,0
3635,2017,Coahuila,No recibe ingresos,218141,202330,15811,3417500,2451946,965554,0,0,0
3636,2017,Colima,1 salario m¡nimo,10164,9541,623,788805,540817,247988,0,0,0
3637,2017,Colima,Menos de 1 s.m.,171528,140197,31331,788805,540817,247988,0,0,0
3638,2017,Colima,M s de 1 hasta 2 s.m.,9281,8310,971,788805,540817,247988,0,0,0
3639,2017,Colima,M s de 10 s.m.,204330,79946,124384,788805,540817,247988,0,0,0
3640,2017,Colima,M s de 2 hasta 3 s.m.,112089,107581,4508,788805,540817,247988,0,0,0
3641,2017,Colima,M s de 3 hasta 5 s.m.,125167,69906,55261,788805,540817,247988,0,0,0
3642,2017,Colima,M s de 5 hasta 10 s.m.,41446,30747,10699,788805,540817,247988,0,0,0
3643,2017,Colima,No especificado,11266,6312,4954,788805,540817,247988,0,0,0
3644,2017,Colima,No recibe ingresos,103534,88277,15257,788805,540817,247988,0,0,0
3645,2017,Durango,1 salario m¡nimo,53080,49671,3409,1915078,1384640,530438,0,0,0
3646,2017,Durango,Menos de 1 s.m.,403109,375425,27684,1915078,1384640,530438,0,0,0
3647,2017,Durango,M s de 1 hasta 2 s.m.,9887,7824,2063,1915078,1384640,530438,0,0,0
3648,2017,Durango,M s de 10 s.m.,480791,189287,291504,1915078,1384640,530438,0,0,0
3649,2017,Durango,M s de 2 hasta 3 s.m.,289555,280779,8776,1915078,1384640,530438,0,0,0
3650,2017,Durango,M s de 3 hasta 5 s.m.,482759,317077,165682,1915078,1384640,530438,0,0,0
3651,2017,Durango,M s de 5 hasta 10 s.m.,66623,47719,18904,1915078,1384640,530438,0,0,0
3652,2017,Durango,No especificado,16057,10368,5689,1915078,1384640,530438,0,0,0
3653,2017,Durango,No recibe ingresos,113217,106490,6727,1915078,1384640,530438,0,0,0
3654,2017,Estado de Mxico,1 salario m¡nimo,49848,48943,905,17391909,12294397,5097512,0,0,0
3655,2017,Estado de Mxico,Menos de 1 s.m.,1241560,1112642,128918,17391909,12294397,5097512,0,0,0
3656,2017,Estado de Mxico,M s de 1 hasta 2 s.m.,104015,75564,28451,17391909,12294397,5097512,0,0,0
3657,2017,Estado de Mxico,M s de 10 s.m.,5248596,2604477,2644119,17391909,12294397,5097512,0,0,0
3658,2017,Estado de Mxico,M s de 2 hasta 3 s.m.,2381372,2319698,61674,17391909,12294397,5097512,0,0,0
3659,2017,Estado de Mxico,M s de 3 hasta 5 s.m.,5240462,3519658,1720804,17391909,12294397,5097512,0,0,0
3660,2017,Estado de Mxico,M s de 5 hasta 10 s.m.,921703,667765,253938,17391909,12294397,5097512,0,0,0
3661,2017,Estado de Mxico,No especificado,315434,226726,88708,17391909,12294397,5097512,0,0,0
3662,2017,Estado de Mxico,No recibe ingresos,1888919,1718924,169995,17391909,12294397,5097512,0,0,0
3663,2017,Guanajuato,1 salario m¡nimo,34865,29189,5676,6645009,4656872,1988137,0,0,0
3664,2017,Guanajuato,Menos de 1 s.m.,994569,830170,164399,6645009,4656872,1988137,0,0,0
3665,2017,Guanajuato,M s de 1 hasta 2 s.m.,33668,26943,6725,6645009,4656872,1988137,0,0,0
3666,2017,Guanajuato,M s de 10 s.m.,1492825,659825,833000,6645009,4656872,1988137,0,0,0
3667,2017,Guanajuato,M s de 2 hasta 3 s.m.,958045,928636,29409,6645009,4656872,1988137,0,0,0
3668,2017,Guanajuato,M s de 3 hasta 5 s.m.,2414150,1593795,820355,6645009,4656872,1988137,0,0,0
3669,2017,Guanajuato,M s de 5 hasta 10 s.m.,364595,272350,92245,6645009,4656872,1988137,0,0,0
3670,2017,Guanajuato,No especificado,33118,19639,13479,6645009,4656872,1988137,0,0,0
3671,2017,Guanajuato,No recibe ingresos,319174,296325,22849,6645009,4656872,1988137,0,0,0
3672,2017,Guerrero,1 salario m¡nimo,29765,28210,1555,3814569,2701460,1113109,0,0,0
3673,2017,Guerrero,Menos de 1 s.m.,1807534,1501901,305633,3814569,2701460,1113109,0,0,0
3674,2017,Guerrero,M s de 1 hasta 2 s.m.,22105,20064,2041,3814569,2701460,1113109,0,0,0
3675,2017,Guerrero,M s de 10 s.m.,781984,267531,514453,3814569,2701460,1113109,0,0,0
3676,2017,Guerrero,M s de 2 hasta 3 s.m.,354293,347231,7062,3814569,2701460,1113109,0,0,0
3677,2017,Guerrero,M s de 3 hasta 5 s.m.,529078,270320,258758,3814569,2701460,1113109,0,0,0
3678,2017,Guerrero,M s de 5 hasta 10 s.m.,75682,62217,13465,3814569,2701460,1113109,0,0,0
3679,2017,Guerrero,No especificado,17583,12105,5478,3814569,2701460,1113109,0,0,0
3680,2017,Guerrero,No recibe ingresos,196545,191881,4664,3814569,2701460,1113109,0,0,0
3681,2017,Hidalgo,1 salario m¡nimo,16910,16910,0,3194905,2286643,908262,0,0,0
3682,2017,Hidalgo,Menos de 1 s.m.,924165,788341,135824,3194905,2286643,908262,0,0,0
3683,2017,Hidalgo,M s de 1 hasta 2 s.m.,15231,11046,4185,3194905,2286643,908262,0,0,0
3684,2017,Hidalgo,M s de 10 s.m.,722384,310713,411671,3194905,2286643,908262,0,0,0
3685,2017,Hidalgo,M s de 2 hasta 3 s.m.,470000,459503,10497,3194905,2286643,908262,0,0,0
3686,2017,Hidalgo,M s de 3 hasta 5 s.m.,767257,455421,311836,3194905,2286643,908262,0,0,0
3687,2017,Hidalgo,M s de 5 hasta 10 s.m.,113220,92987,20233,3194905,2286643,908262,0,0,0
3688,2017,Hidalgo,No especificado,16890,8444,8446,3194905,2286643,908262,0,0,0
3689,2017,Hidalgo,No recibe ingresos,148848,143278,5570,3194905,2286643,908262,0,0,0
3690,2017,Jalisco,1 salario m¡nimo,12726,12349,377,8824016,6036521,2787495,0,0,0
3691,2017,Jalisco,Menos de 1 s.m.,1329852,1166461,163391,8824016,6036521,2787495,0,0,0
3692,2017,Jalisco,M s de 1 hasta 2 s.m.,32384,23564,8820,8824016,6036521,2787495,0,0,0
3693,2017,Jalisco,M s de 10 s.m.,2427120,1041258,1385862,8824016,6036521,2787495,0,0,0
3694,2017,Jalisco,M s de 2 hasta 3 s.m.,1169041,1127817,41224,8824016,6036521,2787495,0,0,0
3695,2017,Jalisco,M s de 3 hasta 5 s.m.,2694853,1752278,942575,8824016,6036521,2787495,0,0,0
3696,2017,Jalisco,M s de 5 hasta 10 s.m.,524181,374973,149208,8824016,6036521,2787495,0,0,0
3697,2017,Jalisco,No especificado,105007,68390,36617,8824016,6036521,2787495,0,0,0
3698,2017,Jalisco,No recibe ingresos,528852,469431,59421,8824016,6036521,2787495,0,0,0
3699,2017,Michoac n,1 salario m¡nimo,3021,3021,0,5188444,3798996,1389448,0,0,0
3700,2017,Michoac n,Menos de 1 s.m.,1967706,1772658,195048,5188444,3798996,1389448,0,0,0
3701,2017,Michoac n,M s de 1 hasta 2 s.m.,15979,13667,2312,5188444,3798996,1389448,0,0,0
3702,2017,Michoac n,M s de 10 s.m.,1288800,497124,791676,5188444,3798996,1389448,0,0,0
3703,2017,Michoac n,M s de 2 hasta 3 s.m.,614523,603994,10529,5188444,3798996,1389448,0,0,0
3704,2017,Michoac n,M s de 3 hasta 5 s.m.,839464,526840,312624,5188444,3798996,1389448,0,0,0
3705,2017,Michoac n,M s de 5 hasta 10 s.m.,227676,174798,52878,5188444,3798996,1389448,0,0,0
3706,2017,Michoac n,No especificado,34407,19995,14412,5188444,3798996,1389448,0,0,0
3707,2017,Michoac n,No recibe ingresos,196868,186899,9969,5188444,3798996,1389448,0,0,0
3708,2017,Morelos,1 salario m¡nimo,1525,1012,513,1899828,1362978,536850,0,0,0
3709,2017,Morelos,Menos de 1 s.m.,363978,339112,24866,1899828,1362978,536850,0,0,0
3710,2017,Morelos,M s de 1 hasta 2 s.m.,9997,7268,2729,1899828,1362978,536850,0,0,0
3711,2017,Morelos,M s de 10 s.m.,578892,248970,329922,1899828,1362978,536850,0,0,0
3712,2017,Morelos,M s de 2 hasta 3 s.m.,298785,294117,4668,1899828,1362978,536850,0,0,0
3713,2017,Morelos,M s de 3 hasta 5 s.m.,384347,243961,140386,1899828,1362978,536850,0,0,0
3714,2017,Morelos,M s de 5 hasta 10 s.m.,77326,61677,15649,1899828,1362978,536850,0,0,0
3715,2017,Morelos,No especificado,28334,18733,9601,1899828,1362978,536850,0,0,0
3716,2017,Morelos,No recibe ingresos,156644,148128,8516,1899828,1362978,536850,0,0,0
3717,2017,Nacional,1 salario m¡nimo,805719,739625,66094,130071944,92090948,37980996,0,0,0
3718,2017,Nacional,Menos de 1 s.m.,27245074,24205277,3039797,130071944,92090948,37980996,0,0,0
3719,2017,Nacional,M s de 1 hasta 2 s.m.,825086,675976,149110,130071944,92090948,37980996,0,0,0
3720,2017,Nacional,M s de 10 s.m.,32780799,14515335,18265464,130071944,92090948,37980996,0,0,0
3721,2017,Nacional,M s de 2 hasta 3 s.m.,17112136,16518435,593701,130071944,92090948,37980996,0,0,0
3722,2017,Nacional,M s de 3 hasta 5 s.m.,34765352,21748059,13017293,130071944,92090948,37980996,0,0,0
3723,2017,Nacional,M s de 5 hasta 10 s.m.,5862654,4348779,1513875,130071944,92090948,37980996,0,0,0
3724,2017,Nacional,No especificado,1606170,1050883,555287,130071944,92090948,37980996,0,0,0
3725,2017,Nacional,No recibe ingresos,9068954,8288579,780375,130071944,92090948,37980996,0,0,0
3726,2017,Nayarit,1 salario m¡nimo,3374,2269,1105,1366797,961099,405698,0,0,0
3727,2017,Nayarit,Menos de 1 s.m.,458948,421433,37515,1366797,961099,405698,0,0,0
3728,2017,Nayarit,M s de 1 hasta 2 s.m.,8671,7078,1593,1366797,961099,405698,0,0,0
3729,2017,Nayarit,M s de 10 s.m.,397110,146261,250849,1366797,961099,405698,0,0,0
3730,2017,Nayarit,M s de 2 hasta 3 s.m.,175439,169596,5843,1366797,961099,405698,0,0,0
3731,2017,Nayarit,M s de 3 hasta 5 s.m.,179770,97046,82724,1366797,961099,405698,0,0,0
3732,2017,Nayarit,M s de 5 hasta 10 s.m.,60574,46531,14043,1366797,961099,405698,0,0,0
3733,2017,Nayarit,No especificado,14548,7804,6744,1366797,961099,405698,0,0,0
3734,2017,Nayarit,No recibe ingresos,68363,63081,5282,1366797,961099,405698,0,0,0
3735,2017,Nuevo Le¢n,1 salario m¡nimo,11512,10250,1262,5642476,4055219,1587257,0,0,0
3736,2017,Nuevo Le¢n,Menos de 1 s.m.,153142,140890,12252,5642476,4055219,1587257,0,0,0
3737,2017,Nuevo Le¢n,M s de 1 hasta 2 s.m.,48702,44575,4127,5642476,4055219,1587257,0,0,0
3738,2017,Nuevo Le¢n,M s de 10 s.m.,1333691,647520,686171,5642476,4055219,1587257,0,0,0
3739,2017,Nuevo Le¢n,M s de 2 hasta 3 s.m.,827773,773856,53917,5642476,4055219,1587257,0,0,0
3740,2017,Nuevo Le¢n,M s de 3 hasta 5 s.m.,2281379,1639449,641930,5642476,4055219,1587257,0,0,0
3741,2017,Nuevo Le¢n,M s de 5 hasta 10 s.m.,384299,269496,114803,5642476,4055219,1587257,0,0,0
3742,2017,Nuevo Le¢n,No especificado,87648,63491,24157,5642476,4055219,1587257,0,0,0
3743,2017,Nuevo Le¢n,No recibe ingresos,514330,465692,48638,5642476,4055219,1587257,0,0,0
3744,2017,Oaxaca,1 salario m¡nimo,15279,15208,71,4751642,3250197,1501445,0,0,0
3745,2017,Oaxaca,Menos de 1 s.m.,2174343,1881014,293329,4751642,3250197,1501445,0,0,0
3746,2017,Oaxaca,M s de 1 hasta 2 s.m.,10382,6768,3614,4751642,3250197,1501445,0,0,0
3747,2017,Oaxaca,M s de 10 s.m.,891384,281974,609410,4751642,3250197,1501445,0,0,0
3748,2017,Oaxaca,M s de 2 hasta 3 s.m.,437669,430409,7260,4751642,3250197,1501445,0,0,0
3749,2017,Oaxaca,M s de 3 hasta 5 s.m.,878670,322404,556266,4751642,3250197,1501445,0,0,0
3750,2017,Oaxaca,M s de 5 hasta 10 s.m.,89092,72125,16967,4751642,3250197,1501445,0,0,0
3751,2017,Oaxaca,No especificado,12144,8900,3244,4751642,3250197,1501445,0,0,0
3752,2017,Oaxaca,No recibe ingresos,242679,231395,11284,4751642,3250197,1501445,0,0,0
3753,2017,Puebla,1 salario m¡nimo,13580,13194,386,7731637,5283234,2448403,0,0,0
3754,2017,Puebla,Menos de 1 s.m.,2506184,1976707,529477,7731637,5283234,2448403,0,0,0
3755,2017,Puebla,M s de 1 hasta 2 s.m.,32356,25902,6454,7731637,5283234,2448403,0,0,0
3756,2017,Puebla,M s de 10 s.m.,1684460,708062,976398,7731637,5283234,2448403,0,0,0
3757,2017,Puebla,M s de 2 hasta 3 s.m.,889262,868199,21063,7731637,5283234,2448403,0,0,0
3758,2017,Puebla,M s de 3 hasta 5 s.m.,1956258,1143473,812785,7731637,5283234,2448403,0,0,0
3759,2017,Puebla,M s de 5 hasta 10 s.m.,252992,187552,65440,7731637,5283234,2448403,0,0,0
3760,2017,Puebla,No especificado,50077,32576,17501,7731637,5283234,2448403,0,0,0
3761,2017,Puebla,No recibe ingresos,346468,327569,18899,7731637,5283234,2448403,0,0,0
3762,2017,Queretaro,1 salario m¡nimo,19913,19394,519,1971970,1442440,529530,0,0,0
3763,2017,Queretaro,Menos de 1 s.m.,188280,174621,13659,1971970,1442440,529530,0,0,0
3764,2017,Queretaro,M s de 1 hasta 2 s.m.,11638,10269,1369,1971970,1442440,529530,0,0,0
3765,2017,Queretaro,M s de 10 s.m.,415267,184468,230799,1971970,1442440,529530,0,0,0
3766,2017,Queretaro,M s de 2 hasta 3 s.m.,352534,339426,13108,1971970,1442440,529530,0,0,0
3767,2017,Queretaro,M s de 3 hasta 5 s.m.,715950,486911,229039,1971970,1442440,529530,0,0,0
3768,2017,Queretaro,M s de 5 hasta 10 s.m.,99730,78318,21412,1971970,1442440,529530,0,0,0
3769,2017,Queretaro,No especificado,28359,18161,10198,1971970,1442440,529530,0,0,0
3770,2017,Queretaro,No recibe ingresos,140299,130872,9427,1971970,1442440,529530,0,0,0
3771,2017,Quintana Roo,1 salario m¡nimo,355,355,0,1421735,1013007,408728,0,0,0
3772,2017,Quintana Roo,Menos de 1 s.m.,170637,159455,11182,1421735,1013007,408728,0,0,0
3773,2017,Quintana Roo,M s de 1 hasta 2 s.m.,8912,7388,1524,1421735,1013007,408728,0,0,0
3774,2017,Quintana Roo,M s de 10 s.m.,473640,212038,261602,1421735,1013007,408728,0,0,0
3775,2017,Quintana Roo,M s de 2 hasta 3 s.m.,279081,265761,13320,1421735,1013007,408728,0,0,0
3776,2017,Quintana Roo,M s de 3 hasta 5 s.m.,193026,119093,73933,1421735,1013007,408728,0,0,0
3777,2017,Quintana Roo,M s de 5 hasta 10 s.m.,79527,61748,17779,1421735,1013007,408728,0,0,0
3778,2017,Quintana Roo,No especificado,20380,10084,10296,1421735,1013007,408728,0,0,0
3779,2017,Quintana Roo,No recibe ingresos,196177,177085,19092,1421735,1013007,408728,0,0,0
3780,2017,San Luis Potos¡,1 salario m¡nimo,21016,19552,1464,3092541,2244355,848186,0,0,0
3781,2017,San Luis Potos¡,Menos de 1 s.m.,842997,775488,67509,3092541,2244355,848186,0,0,0
3782,2017,San Luis Potos¡,M s de 1 hasta 2 s.m.,14841,12126,2715,3092541,2244355,848186,0,0,0
3783,2017,San Luis Potos¡,M s de 10 s.m.,690606,280473,410133,3092541,2244355,848186,0,0,0
3784,2017,San Luis Potos¡,M s de 2 hasta 3 s.m.,392258,381587,10671,3092541,2244355,848186,0,0,0
3785,2017,San Luis Potos¡,M s de 3 hasta 5 s.m.,855780,541885,313895,3092541,2244355,848186,0,0,0
3786,2017,San Luis Potos¡,M s de 5 hasta 10 s.m.,101221,76722,24499,3092541,2244355,848186,0,0,0
3787,2017,San Luis Potos¡,No especificado,24717,15888,8829,3092541,2244355,848186,0,0,0
3788,2017,San Luis Potos¡,No recibe ingresos,149105,140634,8471,3092541,2244355,848186,0,0,0
3789,2017,Sinaloa,1 salario m¡nimo,30606,30383,223,3211292,2240473,970819,0,0,0
3790,2017,Sinaloa,Menos de 1 s.m.,843059,718272,124787,3211292,2240473,970819,0,0,0
3791,2017,Sinaloa,M s de 1 hasta 2 s.m.,29211,24727,4484,3211292,2240473,970819,0,0,0
3792,2017,Sinaloa,M s de 10 s.m.,887555,384492,503063,3211292,2240473,970819,0,0,0
3793,2017,Sinaloa,M s de 2 hasta 3 s.m.,473900,460579,13321,3211292,2240473,970819,0,0,0
3794,2017,Sinaloa,M s de 3 hasta 5 s.m.,585370,335945,249425,3211292,2240473,970819,0,0,0
3795,2017,Sinaloa,M s de 5 hasta 10 s.m.,170486,125343,45143,3211292,2240473,970819,0,0,0
3796,2017,Sinaloa,No especificado,37519,19204,18315,3211292,2240473,970819,0,0,0
3797,2017,Sinaloa,No recibe ingresos,153586,141528,12058,3211292,2240473,970819,0,0,0
3798,2017,Sonora,1 salario m¡nimo,58768,54640,4128,3314106,2226541,1087565,0,0,0
3799,2017,Sonora,Menos de 1 s.m.,618736,503339,115397,3314106,2226541,1087565,0,0,0
3800,2017,Sonora,M s de 1 hasta 2 s.m.,46778,41728,5050,3314106,2226541,1087565,0,0,0
3801,2017,Sonora,M s de 10 s.m.,772298,348520,423778,3314106,2226541,1087565,0,0,0
3802,2017,Sonora,M s de 2 hasta 3 s.m.,445958,435290,10668,3314106,2226541,1087565,0,0,0
3803,2017,Sonora,M s de 3 hasta 5 s.m.,974329,522448,451881,3314106,2226541,1087565,0,0,0
3804,2017,Sonora,M s de 5 hasta 10 s.m.,200382,152006,48376,3314106,2226541,1087565,0,0,0
3805,2017,Sonora,No especificado,45708,33713,11995,3314106,2226541,1087565,0,0,0
