,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level,percentage_by_level_and_total_people_by_state_and_year,mean_by_state_and_level
2318,12,26,5,794903,464555,330348,2934797,2020601,914196,58.442,41.558,2,27.085,28.678
2319,12,26,6,150032,116891,33141,2934797,2020601,914196,77.911,22.089,2,5.112,5.047
2320,12,26,9,45591,28352,17239,2934797,2020601,914196,62.188,37.812,0,1.5530000000000002,1.464
2321,12,26,8,124334,115297,9037,2934797,2020601,914196,92.732,7.268,2,4.237,4.435
2322,12,27,2,202705,176172,26533,2136792,1664564,472228,86.911,13.089,1,9.486,6.565
2323,12,27,1,550306,521933,28373,2136792,1664564,472228,94.844,5.1560000000000015,2,25.754,27.438000000000002
2324,12,27,3,17252,13808,3444,2136792,1664564,472228,80.03699999999998,19.963,1,0.807,0.741
2325,12,27,7,623462,300673,322789,2136792,1664564,472228,48.226000000000006,51.774,2,29.177,27.811
2326,12,27,4,289546,282507,7039,2136792,1664564,472228,97.569,2.431,1,13.550999999999998,13.369000000000002
2327,12,27,5,232302,167575,64727,2136792,1664564,472228,72.137,27.863000000000003,2,10.872,11.908
2328,12,27,6,65176,54982,10194,2136792,1664564,472228,84.359,15.640999999999998,1,3.05,4.252
2329,12,27,9,16745,10259,6486,2136792,1664564,472228,61.26600000000001,38.734,0,0.784,0.934
2330,12,27,8,139298,136655,2643,2136792,1664564,472228,98.103,1.897,2,6.519,6.983
2331,12,28,2,40862,37859,3003,3383669,2321620,1062049,92.651,7.349,2,1.208,1.3090000000000002
2332,12,28,1,366571,345716,20855,3383669,2321620,1062049,94.311,5.689,2,10.834000000000001,11.165
2333,12,28,3,50495,40126,10369,3383669,2321620,1062049,79.465,20.535,1,1.492,1.031
2334,12,28,7,1018085,478513,539572,3383669,2321620,1062049,47.00100000000001,52.999,2,30.088,27.275
2335,12,28,4,501978,475036,26942,3383669,2321620,1062049,94.633,5.367000000000001,1,14.835,13.854000000000001
2336,12,28,5,945583,571864,373719,3383669,2321620,1062049,60.477,39.523,2,27.945,31.469
2337,12,28,6,122492,91334,31158,3383669,2321620,1062049,74.563,25.437,1,3.62,3.992
2338,12,28,9,58770,33181,25589,3383669,2321620,1062049,56.459,43.541,0,1.7369999999999999,1.403
2339,12,28,8,278833,247991,30842,3383669,2321620,1062049,88.939,11.061,2,8.241,8.503
2340,12,29,2,1714,1311,403,1311462,896475,414987,76.488,23.512,1,0.131,0.086
2341,12,29,1,282293,252369,29924,1311462,896475,414987,89.4,10.6,1,21.525,20.099
2342,12,29,3,4940,3911,1029,1311462,896475,414987,79.17,20.83,1,0.377,0.28
2343,12,29,7,319232,137770,181462,1311462,896475,414987,43.157,56.843,2,24.342,23.816
2344,12,29,4,172848,169676,3172,1311462,896475,414987,98.165,1.835,2,13.18,13.589
2345,12,29,5,436751,246153,190598,1311462,896475,414987,56.36,43.64,2,33.303000000000004,35.013000000000005
2346,12,29,6,31737,27160,4577,1311462,896475,414987,85.57799999999997,14.422,2,2.42,2.356
2347,12,29,9,5767,3941,1826,1311462,896475,414987,68.337,31.663,0,0.44,0.466
2348,12,29,8,56180,54184,1996,1311462,896475,414987,96.447,3.553,2,4.284,4.295
2349,12,30,2,111746,100943,10803,8331717,6301690,2030027,90.333,9.667,1,1.341,1.198
2350,12,30,1,3004201,2785346,218855,8331717,6301690,2030027,92.715,7.285,2,36.056999999999995,36.419000000000004
2351,12,30,3,47200,40490,6710,8331717,6301690,2030027,85.78399999999998,14.216,2,0.5670000000000001,0.835
2352,12,30,7,2008212,756892,1251320,8331717,6301690,2030027,37.69,62.31,1,24.103,24.254
2353,12,30,4,982959,950020,32939,8331717,6301690,2030027,96.649,3.3510000000000004,2,11.798,12.783
2354,12,30,5,1346302,941739,404563,8331717,6301690,2030027,69.95,30.05,1,16.159000000000002,14.568
2355,12,30,6,241418,176866,64552,8331717,6301690,2030027,73.26100000000002,26.739,2,2.898,2.8710000000000004
2356,12,30,9,40410,30912,9498,8331717,6301690,2030027,76.49600000000002,23.504,0,0.485,0.753
2357,12,30,8,549269,518482,30787,8331717,6301690,2030027,94.395,5.605,1,6.593,6.32
2358,12,31,2,6999,6168,831,2256005,1561402,694603,88.12700000000002,11.873,1,0.31,0.263
2359,12,31,1,464013,436510,27503,2256005,1561402,694603,94.073,5.9270000000000005,1,20.568,18.552
2360,12,31,3,14710,11018,3692,2256005,1561402,694603,74.90100000000002,25.099,2,0.652,0.757
2361,12,31,7,534238,228364,305874,2256005,1561402,694603,42.746,57.254,1,23.680999999999997,23.784000000000002
2362,12,31,4,344785,337241,7544,2256005,1561402,694603,97.812,2.188,1,15.283,14.565999999999999
2363,12,31,5,626217,317564,308653,2256005,1561402,694603,50.71100000000001,49.289,2,27.758000000000003,29.831
2364,12,31,6,95981,71787,24194,2256005,1561402,694603,74.793,25.207,1,4.254,4.859
2365,12,31,9,22109,15346,6763,2256005,1561402,694603,69.411,30.589,0,0.98,1.1640000000000001
2366,12,31,8,146953,137404,9549,2256005,1561402,694603,93.502,6.497999999999998,1,6.513999999999999,6.224
2367,12,32,2,35170,31987,3183,1548699,1138611,410088,90.95,9.05,1,2.271,2.092
2368,12,32,1,609443,540449,68994,1548699,1138611,410088,88.679,11.321,1,39.352,38.204
2369,12,32,3,5631,5288,343,1548699,1138611,410088,93.909,6.091,0,0.364,0.364
2370,12,32,7,394117,162639,231478,1548699,1138611,410088,41.267,58.733,2,25.448,25.084
2371,12,32,4,164933,161628,3305,1548699,1138611,410088,97.996,2.004,2,10.65,13.07
2372,12,32,5,241913,157201,84712,1548699,1138611,410088,64.982,35.018,1,15.62,15.114
2373,12,32,6,48454,36809,11645,1548699,1138611,410088,75.967,24.033,2,3.1289999999999996,3.071
2374,12,32,9,12397,8529,3868,1548699,1138611,410088,68.79899999999999,31.201,0,0.8,0.615
2375,12,32,8,36641,34081,2560,1548699,1138611,410088,93.013,6.987,2,2.366,2.387
2376,13,1,2,7559,6964,595,1179185,834928,344257,92.129,7.871,1,0.6409999999999999,0.48200000000000004
2377,13,1,1,115217,106783,8434,1179185,834928,344257,92.68,7.32,1,9.771,9.703
2378,13,1,3,6675,6049,626,1179185,834928,344257,90.622,9.378,2,0.5660000000000001,0.57
2379,13,1,7,326772,158698,168074,1179185,834928,344257,48.565,51.435,2,27.712,27.153000000000002
2380,13,1,4,132241,125263,6978,1179185,834928,344257,94.723,5.277,2,11.215,13.133
2381,13,1,5,436054,297958,138096,1179185,834928,344257,68.331,31.669,1,36.979,36.571
2382,13,1,6,63517,51322,12195,1179185,834928,344257,80.8,19.2,2,5.3870000000000005,5.202999999999999
2383,13,1,9,14373,10080,4293,1179185,834928,344257,70.131,29.869,0,1.219,1.133
2384,13,1,8,76777,71811,4966,1179185,834928,344257,93.532,6.468,1,6.511,6.0520000000000005
2385,13,2,2,12006,9000,3006,3391533,2185241,1206292,74.96300000000002,25.037,1,0.354,0.147
2386,13,2,1,294922,223942,70980,3391533,2185241,1206292,75.933,24.067,2,8.696,9.408
2387,13,2,3,47508,33931,13577,3391533,2185241,1206292,71.422,28.578000000000007,1,1.401,1.013
2388,13,2,7,1052166,552864,499302,3391533,2185241,1206292,52.545,47.455,2,31.023000000000003,28.693
2389,13,2,4,363387,354219,9168,3391533,2185241,1206292,97.477,2.523,2,10.715,12.104000000000001
2390,13,2,5,1230058,701654,528404,3391533,2185241,1206292,57.042,42.958,2,36.268,37.242
2391,13,2,6,138569,102161,36408,3391533,2185241,1206292,73.726,26.274,2,4.086,3.951
2392,13,2,9,56542,36410,20132,3391533,2185241,1206292,64.395,35.605,0,1.6669999999999998,1.246
2393,13,2,8,196375,171060,25315,3391533,2185241,1206292,87.109,12.890999999999998,2,5.79,6.196000000000001
2394,13,3,2,20209,16388,3821,652190,455042,197148,81.093,18.907,1,3.0989999999999998,1.746
2395,13,3,1,114437,97232,17205,652190,455042,197148,84.96600000000002,15.034,2,17.547,17.585
2396,13,3,3,14986,11295,3691,652190,455042,197148,75.37,24.63,1,2.298,2.149
2397,13,3,7,211061,97181,113880,652190,455042,197148,46.044,53.956,2,32.361999999999995,31.247
2398,13,3,4,111917,106394,5523,652190,455042,197148,95.065,4.935,2,17.16,20.465999999999998
2399,13,3,5,95547,58260,37287,652190,455042,197148,60.975,39.025,1,14.65,12.94
2400,13,3,6,33422,25555,7867,652190,455042,197148,76.462,23.538,2,5.125,5.093999999999999
2401,13,3,9,11112,7122,3990,652190,455042,197148,64.093,35.907,0,1.704,1.524
2402,13,3,8,39499,35615,3884,652190,455042,197148,90.167,9.833,2,6.056,7.25
2403,13,4,2,30683,24557,6126,965729,716886,248843,80.035,19.965,2,3.177,3.4410000000000003
2404,13,4,1,280001,268647,11354,965729,716886,248843,95.945,4.055,2,28.994,31.868000000000002
2405,13,4,3,7044,5970,1074,965729,716886,248843,84.75299999999999,15.247,1,0.7290000000000001,0.608
2406,13,4,7,231529,95323,136206,965729,716886,248843,41.17100000000001,58.82899999999999,1,23.975,24.63
2407,13,4,4,169178,159689,9489,965729,716886,248843,94.391,5.609,1,17.518,15.248
2408,13,4,5,150494,75871,74623,965729,716886,248843,50.415,49.585,1,15.583,15.047
2409,13,4,6,23889,19438,4451,965729,716886,248843,81.368,18.632,1,2.474,2.478
2410,13,4,9,10177,7545,2632,965729,716886,248843,74.138,25.862,0,1.054,1.024
2411,13,4,8,62734,59846,2888,965729,716886,248843,95.396,4.604,1,6.496,5.6579999999999995
2412,13,5,2,9585,6744,2841,5565011,4401516,1163495,70.36,29.64,2,0.172,0.203
2413,13,5,1,2989911,2837957,151954,5565011,4401516,1163495,94.918,5.082,1,53.727,53.291000000000004
2414,13,5,3,20215,17197,3018,5565011,4401516,1163495,85.07,14.93,2,0.363,0.42200000000000004
2415,13,5,7,1094547,400919,693628,5565011,4401516,1163495,36.629,63.371,2,19.668,18.884
2416,13,5,4,484619,473569,11050,5565011,4401516,1163495,97.72,2.28,2,8.708,9.266
2417,13,5,5,582965,314729,268236,5565011,4401516,1163495,53.988,46.012,1,10.475999999999999,10.409
2418,13,5,6,128796,104372,24424,5565011,4401516,1163495,81.03699999999998,18.963,1,2.314,2.622
2419,13,5,9,22239,17761,4478,5565011,4401516,1163495,79.86399999999998,20.136,0,0.4,0.386
2420,13,5,8,232134,228268,3866,5565011,4401516,1163495,98.335,1.665,2,4.171,4.518
2421,13,6,2,56674,51596,5078,3744370,2575349,1169021,91.04,8.96,1,1.514,0.9690000000000001
2422,13,6,1,527515,499636,27879,3744370,2575349,1169021,94.715,5.285,2,14.088,14.63
2423,13,6,3,32753,27683,5070,3744370,2575349,1169021,84.521,15.479,1,0.875,0.848
2424,13,6,7,924064,473193,450871,3744370,2575349,1169021,51.208,48.792,2,24.679000000000002,24.111
2425,13,6,4,378894,368014,10880,3744370,2575349,1169021,97.128,2.872,2,10.119,11.259
2426,13,6,5,1478213,877228,600985,3744370,2575349,1169021,59.344,40.656,1,39.478,38.881
2427,13,6,6,133681,103329,30352,3744370,2575349,1169021,77.295,22.705,1,3.57,3.613
2428,13,6,9,52635,33291,19344,3744370,2575349,1169021,63.249,36.751,0,1.406,1.3430000000000002
2429,13,6,8,159941,141379,18562,3744370,2575349,1169021,88.39399999999998,11.606,2,4.272,4.346
2430,13,7,2,4180,3327,853,7624863,4906198,2718665,79.593,20.407,2,0.055,0.094
2431,13,7,1,49668,38610,11058,7624863,4906198,2718665,77.736,22.264,2,0.6509999999999999,1.018
2432,13,7,3,38554,24558,13996,7624863,4906198,2718665,63.698,36.302,2,0.506,0.813
2433,13,7,7,3033968,1503854,1530114,7624863,4906198,2718665,49.567,50.433,2,39.79,37.917
2434,13,7,4,792929,743206,49723,7624863,4906198,2718665,93.729,6.271,2,10.399000000000001,11.503
2435,13,7,5,1958645,1215215,743430,7624863,4906198,2718665,62.044,37.956,1,25.688000000000002,25.005
2436,13,7,6,447119,313094,134025,7624863,4906198,2718665,70.025,29.975,1,5.864,6.537999999999999
2437,13,7,9,385221,242831,142390,7624863,4906198,2718665,63.037,36.963,0,5.052,4.6080000000000005
2438,13,7,8,914579,821503,93076,7624863,4906198,2718665,89.823,10.177,2,11.995,12.504000000000001
2439,13,8,2,58891,54519,4372,3098217,2195964,902253,92.576,7.423999999999999,2,1.901,1.9569999999999999
2440,13,8,1,222364,209067,13297,3098217,2195964,902253,94.02,5.98,2,7.1770000000000005,7.726
2441,13,8,3,23930,19713,4217,3098217,2195964,902253,82.37799999999999,17.622,1,0.772,0.6990000000000001
2442,13,8,7,802323,359456,442867,3098217,2195964,902253,44.802,55.198,2,25.896,24.808000000000003
2443,13,8,4,387694,374628,13066,3098217,2195964,902253,96.63,3.37,2,12.513,12.539000000000001
2444,13,8,5,1245862,883574,362288,3098217,2195964,902253,70.921,29.079,1,40.211999999999996,40.069
2445,13,8,6,146910,109125,37785,3098217,2195964,902253,74.28,25.72,2,4.742,4.703
2446,13,8,9,39456,29979,9477,3098217,2195964,902253,75.98100000000002,24.019,0,1.274,1.236
2447,13,8,8,170787,155903,14884,3098217,2195964,902253,91.285,8.715,2,5.5120000000000005,6.265
2448,13,9,2,10695,9609,1086,736427,503618,232809,89.846,10.154,2,1.452,1.4809999999999999
2449,13,9,1,144018,123138,20880,736427,503618,232809,85.50200000000002,14.498,2,19.555999999999997,21.688000000000002
2450,13,9,3,7136,5690,1446,736427,503618,232809,79.737,20.263,2,0.9690000000000001,1.1640000000000001
2451,13,9,7,215008,86223,128785,736427,503618,232809,40.102,59.898,2,29.195999999999998,27.491
2452,13,9,4,108153,103495,4658,736427,503618,232809,95.693,4.307,2,14.686,14.988
2453,13,9,5,117673,69700,47973,736427,503618,232809,59.232,40.768,1,15.979000000000001,15.36
2454,13,9,6,39081,28526,10555,736427,503618,232809,72.992,27.008000000000006,2,5.307,4.998
2455,13,9,9,10501,7660,2841,736427,503618,232809,72.945,27.055,0,1.426,1.406
2456,13,9,8,84162,69577,14585,736427,503618,232809,82.67,17.33,1,11.427999999999999,11.423
2457,13,10,2,50310,46774,3536,1797956,1321180,476776,92.972,7.028,1,2.798,2.742
2458,13,10,1,410458,394676,15782,1797956,1321180,476776,96.155,3.845,2,22.829,24.413
2459,13,10,3,6385,4431,1954,1797956,1321180,476776,69.39699999999999,30.603,2,0.355,0.632
2460,13,10,7,471986,185439,286547,1797956,1321180,476776,39.289,60.71100000000001,2,26.250999999999998,24.853
2461,13,10,4,199221,193212,6009,1797956,1321180,476776,96.984,3.016,2,11.08,12.53
2462,13,10,5,477339,340112,137227,1797956,1321180,476776,71.252,28.748,1,26.549,24.160999999999998
2463,13,10,6,61307,46768,14539,1797956,1321180,476776,76.285,23.715,2,3.41,3.373
2464,13,10,9,12130,5860,6270,1797956,1321180,476776,48.31,51.69,0,0.675,0.8140000000000001
2465,13,10,8,108820,103908,4912,1797956,1321180,476776,95.486,4.5139999999999985,2,6.0520000000000005,6.482
2466,13,11,2,24433,24433,0,16256390,11489737,4766653,100.0,0.0,2,0.15,0.177
2467,13,11,1,1294139,1155379,138760,16256390,11489737,4766653,89.27799999999998,10.722,2,7.961,8.054
2468,13,11,3,54880,49131,5749,16256390,11489737,4766653,89.524,10.476,2,0.33799999999999997,0.599
2469,13,11,7,5282303,2558507,2723796,16256390,11489737,4766653,48.435,51.565,2,32.494,30.844
2470,13,11,4,2246526,2194537,51989,16256390,11489737,4766653,97.686,2.314,2,13.819,14.405
2471,13,11,5,4882982,3355179,1527803,16256390,11489737,4766653,68.712,31.288,1,30.037,29.500999999999998
2472,13,11,6,605457,432223,173234,16256390,11489737,4766653,71.388,28.612,1,3.7239999999999998,4.439
2473,13,11,9,286137,227638,58499,16256390,11489737,4766653,79.556,20.444000000000006,0,1.76,1.5630000000000002
2474,13,11,8,1579533,1492710,86823,16256390,11489737,4766653,94.503,5.497000000000001,2,9.716000000000001,10.418
2475,13,12,2,24798,24693,105,6279607,4265610,2013997,99.577,0.423,1,0.395,0.313
2476,13,12,1,1046785,918981,127804,6279607,4265610,2013997,87.791,12.209,1,16.67,16.295
2477,13,12,3,31666,21917,9749,6279607,4265610,2013997,69.21300000000001,30.787,2,0.504,0.526
2478,13,12,7,1707969,723143,984826,6279607,4265610,2013997,42.339,57.661,2,27.199,25.482
2479,13,12,4,711833,690468,21365,6279607,4265610,2013997,96.999,3.0010000000000003,2,11.335999999999999,12.095999999999998
2480,13,12,5,2177530,1401058,776472,6279607,4265610,2013997,64.342,35.658,2,34.676,35.781
2481,13,12,6,302587,235967,66620,6279607,4265610,2013997,77.983,22.017,1,4.819,5.098
2482,13,12,9,45232,31900,13332,6279607,4265610,2013997,70.525,29.475,0,0.72,0.634
2483,13,12,8,231207,217483,13724,6279607,4265610,2013997,94.064,5.936,2,3.682,3.775
2484,13,13,2,10307,8459,1848,3628258,2539215,1089043,82.07,17.93,2,0.284,0.325
2485,13,13,1,1685550,1425854,259696,3628258,2539215,1089043,84.59299999999998,15.407,1,46.456,44.214
2486,13,13,3,20971,17836,3135,3628258,2539215,1089043,85.051,14.949000000000002,1,0.578,0.522
2487,13,13,7,822885,286456,536429,3628258,2539215,1089043,34.811,65.189,2,22.68,22.162
2488,13,13,4,344302,338814,5488,3628258,2539215,1089043,98.406,1.594,2,9.488999999999999,9.879
2489,13,13,5,439884,182973,256911,3628258,2539215,1089043,41.596,58.404,2,12.124,14.311
2490,13,13,6,87108,69741,17367,3628258,2539215,1089043,80.063,19.937,1,2.401,2.497
2491,13,13,9,13250,9526,3724,3628258,2539215,1089043,71.89399999999998,28.106,0,0.365,0.5579999999999999
2492,13,13,8,204001,199556,4445,3628258,2539215,1089043,97.821,2.1790000000000003,1,5.622999999999999,5.5329999999999995
2493,13,14,2,16655,15670,985,3017120,2199285,817835,94.086,5.914,1,0.552,0.537
2494,13,14,1,973203,848464,124739,3017120,2199285,817835,87.18299999999998,12.817,1,32.256,31.308000000000003
2495,13,14,3,21937,14616,7321,3017120,2199285,817835,66.627,33.373000000000005,1,0.727,0.613
2496,13,14,7,753451,352585,400866,3017120,2199285,817835,46.79600000000001,53.20399999999999,2,24.973000000000003,23.351999999999997
2497,13,14,4,371454,360705,10749,3017120,2199285,817835,97.106,2.894,2,12.312000000000001,13.095999999999998
2498,13,14,5,615730,371270,244460,3017120,2199285,817835,60.298,39.702,2,20.408,22.375
2499,13,14,6,90251,74316,15935,3017120,2199285,817835,82.344,17.656,1,2.991,3.173
2500,13,14,9,17872,9548,8324,3017120,2199285,817835,53.424,46.576,0,0.5920000000000001,0.62
2501,13,14,8,156567,152111,4456,3017120,2199285,817835,97.154,2.846,1,5.189,4.926
2502,13,15,2,13033,12905,128,8104530,5464884,2639646,99.018,0.982,1,0.161,0.138
2503,13,15,1,1250991,1122800,128191,8104530,5464884,2639646,89.75299999999999,10.247,1,15.436,15.06
2504,13,15,3,47175,35206,11969,8104530,5464884,2639646,74.62899999999998,25.371,1,0.5820000000000001,0.46399999999999997
2505,13,15,7,2545296,1160489,1384807,8104530,5464884,2639646,45.593,54.407,2,31.406,29.414
2506,13,15,4,926983,896095,30888,8104530,5464884,2639646,96.668,3.332,2,11.437999999999999,12.827
2507,13,15,5,2427290,1533803,893487,8104530,5464884,2639646,63.19,36.81,2,29.95,30.311
2508,13,15,6,368783,279568,89215,8104530,5464884,2639646,75.808,24.192,1,4.55,5.267
2509,13,15,9,120174,69058,51116,8104530,5464884,2639646,57.465,42.535,0,1.483,1.202
2510,13,15,8,404805,354960,49845,8104530,5464884,2639646,87.68700000000003,12.313,2,4.995,5.317
2511,13,16,2,10518,10518,0,4921631,3515921,1405710,100.0,0.0,1,0.214,0.107
2512,13,16,1,1659624,1486835,172789,4921631,3515921,1405710,89.589,10.411,1,33.721,33.41
2513,13,16,3,23260,22407,853,4921631,3515921,1405710,96.333,3.667,2,0.473,0.58
2514,13,16,7,1294830,519247,775583,4921631,3515921,1405710,40.102,59.898,2,26.309,26.295
2515,13,16,4,513615,505501,8114,4921631,3515921,1405710,98.42,1.58,2,10.436,11.367
2516,13,16,5,977464,602111,375353,4921631,3515921,1405710,61.599,38.401,1,19.861,18.725
2517,13,16,6,194891,141920,52971,4921631,3515921,1405710,72.82,27.18,1,3.96,4.1419999999999995
2518,13,16,9,32204,19139,13065,4921631,3515921,1405710,59.431,40.569,0,0.654,0.688
2519,13,16,8,215225,208243,6982,4921631,3515921,1405710,96.756,3.244,2,4.373,4.686
2520,13,17,2,6611,6471,140,1807323,1257828,549495,97.882,2.1180000000000003,1,0.366,0.28800000000000003
2521,13,17,1,331318,306538,24780,1807323,1257828,549495,92.521,7.479,2,18.332,20.094
2522,13,17,3,10736,9170,1566,1807323,1257828,549495,85.414,14.586,2,0.594,0.649
2523,13,17,7,598385,252952,345433,1807323,1257828,549495,42.272,57.728,2,33.109,31.041
2524,13,17,4,273707,269317,4390,1807323,1257828,549495,98.396,1.604,2,15.144,16.365
2525,13,17,5,378293,231785,146508,1807323,1257828,549495,61.271,38.729,1,20.930999999999997,19.587
2526,13,17,6,54905,42664,12241,1807323,1257828,549495,77.705,22.295,1,3.0380000000000003,3.373
2527,13,17,9,13501,7915,5586,1807323,1257828,549495,58.625,41.375,0,0.747,1.165
2528,13,17,8,139867,131016,8851,1807323,1257828,549495,93.672,6.3279999999999985,1,7.739,7.439
2529,13,33,2,984052,876809,107243,121931853,85787843,36144010,89.102,10.898,1,0.807,0.674
2530,13,33,1,26662103,23704448,2957655,121931853,85787843,36144010,88.90700000000002,11.093,1,21.866,21.496
2531,13,33,3,746806,594672,152134,121931853,85787843,36144010,79.62899999999998,20.371,2,0.612,0.657
2532,13,33,7,33854861,15109321,18745540,121931853,85787843,36144010,44.63,55.37,2,27.765,26.752
2533,13,33,4,14399883,13937033,462850,121931853,85787843,36144010,96.786,3.214,2,11.81,12.639000000000001
2534,13,33,5,30843248,19454852,11388396,121931853,85787843,36144010,63.077,36.923,2,25.295,25.596
2535,13,33,6,4746592,3563834,1182758,121931853,85787843,36144010,75.082,24.918000000000006,1,3.8930000000000002,4.211
2536,13,33,9,1667175,1119540,547635,121931853,85787843,36144010,67.152,32.848,0,1.367,1.268
2537,13,33,8,8027133,7427334,599799,121931853,85787843,36144010,92.528,7.472,2,6.582999999999999,6.706
2538,13,18,2,2283,2074,209,1181236,818996,362240,90.845,9.155,2,0.193,0.226
2539,13,18,1,388341,361885,26456,1181236,818996,362240,93.187,6.813,2,32.876,33.171
2540,13,18,3,10299,8915,1384,1181236,818996,362240,86.56200000000003,13.438,1,0.872,0.731
2541,13,18,7,384384,135043,249341,1181236,818996,362240,35.132,64.868,2,32.541,29.415
2542,13,18,4,127550,123857,3693,1181236,818996,362240,97.105,2.895,2,10.798,12.497
2543,13,18,5,147361,86361,61000,1181236,818996,362240,58.605,41.395,2,12.475,14.037
2544,13,18,6,43752,33300,10452,1181236,818996,362240,76.111,23.889,1,3.7039999999999997,3.8539999999999996
2545,13,18,9,14264,8407,5857,1181236,818996,362240,58.93899999999999,41.06100000000001,0,1.208,0.943
2546,13,18,8,63002,59154,3848,1181236,818996,362240,93.892,6.108,1,5.334,5.127000000000001
2547,13,19,2,8721,7765,956,5191038,3745340,1445698,89.038,10.962,2,0.168,0.209
2548,13,19,1,175720,163152,12568,5191038,3745340,1445698,92.848,7.152,1,3.385,3.275
2549,13,19,3,41373,33242,8131,5191038,3745340,1445698,80.347,19.653,2,0.797,0.858
2550,13,19,7,1378154,685488,692666,5191038,3745340,1445698,49.74,50.26,2,26.549,25.211
2551,13,19,4,724290,681424,42866,5191038,3745340,1445698,94.082,5.917999999999998,2,13.953,14.652000000000001
2552,13,19,5,1996029,1457248,538781,5191038,3745340,1445698,73.007,26.993,2,38.451,38.613
2553,13,19,6,288899,214495,74404,5191038,3745340,1445698,74.24600000000002,25.754,1,5.565,6.21
2554,13,19,9,94740,64668,30072,5191038,3745340,1445698,68.258,31.742,0,1.825,1.7690000000000001
2555,13,19,8,483112,437858,45254,5191038,3745340,1445698,90.633,9.367,1,9.307,9.203
2556,13,20,2,8457,8457,0,4429216,2999886,1429330,100.0,0.0,2,0.191,0.376
2557,13,20,1,2016943,1689691,327252,4429216,2999886,1429330,83.775,16.225,2,45.537,45.782
2558,13,20,3,8862,7717,1145,4429216,2999886,1429330,87.08,12.92,2,0.2,0.214
2559,13,20,7,892150,283411,608739,4429216,2999886,1429330,31.767,68.233,2,20.142,19.773
2560,13,20,4,416152,408210,7942,4429216,2999886,1429330,98.092,1.908,2,9.396,9.482999999999999
2561,13,20,5,769029,314435,454594,4429216,2999886,1429330,40.887,59.113,2,17.363,17.567
2562,13,20,6,81017,66408,14609,4429216,2999886,1429330,81.96799999999998,18.032,1,1.829,1.915
2563,13,20,9,18642,11769,6873,4429216,2999886,1429330,63.132,36.868,0,0.42100000000000004,0.395
2564,13,20,8,217964,209788,8176,4429216,2999886,1429330,96.249,3.751,1,4.921,4.495
2565,13,21,2,18740,17734,1006,7086224,4863158,2223066,94.632,5.3679999999999986,2,0.264,0.355
2566,13,21,1,2639295,2117452,521843,7086224,4863158,2223066,80.22800000000002,19.772,1,37.245,33.123000000000005
2567,13,21,3,26045,20374,5671,7086224,4863158,2223066,78.226,21.774,1,0.368,0.33
2568,13,21,7,1712346,721133,991213,7086224,4863158,2223066,42.114,57.886,2,24.164,23.336
2569,13,21,4,627405,608557,18848,7086224,4863158,2223066,96.996,3.004,2,8.854,10.376
2570,13,21,5,1456904,868897,588007,7086224,4863158,2223066,59.64,40.36,2,20.56,23.941999999999997
2571,13,21,6,218259,167149,51110,7086224,4863158,2223066,76.583,23.417,1,3.08,3.321
2572,13,21,9,63555,46052,17503,7086224,4863158,2223066,72.46,27.54,0,0.897,0.722
2573,13,21,8,323675,295810,27865,7086224,4863158,2223066,91.391,8.609,1,4.5680000000000005,4.496
2574,13,22,2,4216,4119,97,1808455,1293626,514829,97.699,2.301,2,0.233,0.444
2575,13,22,1,213535,189260,24275,1808455,1293626,514829,88.632,11.368,1,11.808,11.126
2576,13,22,3,14327,10976,3351,1808455,1293626,514829,76.611,23.389,1,0.792,0.66
2577,13,22,7,417322,190337,226985,1808455,1293626,514829,45.609,54.39100000000001,1,23.076,23.373
2578,13,22,4,283814,274850,8964,1808455,1293626,514829,96.842,3.158,2,15.694,16.512999999999998
2579,13,22,5,628258,422243,206015,1808455,1293626,514829,67.209,32.791,2,34.74,34.951
2580,13,22,6,92361,69689,22672,1808455,1293626,514829,75.453,24.547,2,5.107,4.973
2581,13,22,9,27640,19803,7837,1808455,1293626,514829,71.646,28.354,0,1.528,1.454
2582,13,22,8,126982,112349,14633,1808455,1293626,514829,88.476,11.524,1,7.022,6.507000000000001
2583,13,23,2,3652,3652,0,1277660,905509,372151,100.0,0.0,1,0.28600000000000003,0.20800000000000002
2584,13,23,1,189160,176667,12493,1277660,905509,372151,93.396,6.604,1,14.805,12.958
2585,13,23,3,12246,9117,3129,1277660,905509,372151,74.449,25.551,2,0.958,0.9790000000000001
2586,13,23,7,463989,209246,254743,1277660,905509,372151,45.097,54.903,2,36.316,35.056
2587,13,23,4,206371,197340,9031,1277660,905509,372151,95.624,4.376,2,16.152,19.268
2588,13,23,5,141251,93188,48063,1277660,905509,372151,65.973,34.027,2,11.055,12.530999999999999
2589,13,23,6,77982,54648,23334,1277660,905509,372151,70.078,29.922,2,6.104,4.962
2590,13,23,9,24365,16305,8060,1277660,905509,372151,66.92,33.08,0,1.9069999999999998,1.8359999999999999
2591,13,23,8,158644,145346,13298,1277660,905509,372151,91.618,8.382,1,12.417,12.200999999999999
2592,13,24,2,43446,40491,2955,2828424,2051663,776761,93.198,6.8020000000000005,1,1.536,1.008
