,year,state,level,total_people_by_state_and_level,total_man_by_state_and_level,total_woman_by_state_and_level,total_people_by_state_and_year,total_man_by_state_and_year,total_woman_by_state_and_year,man_percentage_by_state_and_level,woman_percentage_by_state_and_level,rate_level,percentage_by_level_and_total_people_by_state_and_year,mean_by_state_and_level
742,7,17,4,299090,292214,6876,1737704,1228881,508823,97.701,2.299,1,17.212,16.365
743,7,17,5,316762,190547,126215,1737704,1228881,508823,60.155,39.845,2,18.229,19.587
744,7,17,6,44093,34130,9963,1737704,1228881,508823,77.405,22.595,1,2.537,3.373
745,7,17,9,16966,12566,4400,1737704,1228881,508823,74.066,25.934,0,0.976,1.165
746,7,17,8,130492,121239,9253,1737704,1228881,508823,92.909,7.091,1,7.5089999999999995,7.439
747,7,33,2,747994,664601,83393,113464059,79549216,33914843,88.851,11.149,2,0.659,0.674
748,7,33,1,24179640,21114891,3064749,113464059,79549216,33914843,87.325,12.675,2,21.31,21.496
749,7,33,3,837480,696086,141394,113464059,79549216,33914843,83.117,16.883,1,0.738,0.657
750,7,33,7,30328993,13681714,16647279,113464059,79549216,33914843,45.111,54.889,1,26.73,26.752
751,7,33,4,14860166,14390297,469869,113464059,79549216,33914843,96.838,3.162,1,13.097000000000001,12.639000000000001
752,7,33,5,29225159,17965409,11259750,113464059,79549216,33914843,61.472,38.528,1,25.756999999999998,25.596
753,7,33,6,4602877,3403327,1199550,113464059,79549216,33914843,73.939,26.061,1,4.0569999999999995,4.211
754,7,33,9,1408254,880388,527866,113464059,79549216,33914843,62.51600000000001,37.484,0,1.2409999999999999,1.268
755,7,33,8,7273496,6752503,520993,113464059,79549216,33914843,92.837,7.1629999999999985,2,6.41,6.706
756,7,18,2,4286,4015,271,1074939,762726,312213,93.677,6.323,1,0.39899999999999997,0.226
757,7,18,1,342717,320525,22192,1074939,762726,312213,93.525,6.475,2,31.881999999999998,33.171
758,7,18,3,4955,3751,1204,1074939,762726,312213,75.70100000000002,24.299,2,0.461,0.731
759,7,18,7,323276,119354,203922,1074939,762726,312213,36.92,63.08,2,30.074,29.415
760,7,18,4,142741,138481,4260,1074939,762726,312213,97.016,2.984,1,13.279000000000002,12.497
761,7,18,5,156407,89857,66550,1074939,762726,312213,57.451,42.549,1,14.55,14.037
762,7,18,6,36008,28761,7247,1074939,762726,312213,79.874,20.126,1,3.35,3.8539999999999996
763,7,18,9,8695,4959,3736,1074939,762726,312213,57.033,42.967,0,0.809,0.943
764,7,18,8,55854,53023,2831,1074939,762726,312213,94.931,5.069,1,5.196000000000001,5.127000000000001
765,7,19,2,12612,10494,2118,4771654,3423148,1348506,83.206,16.794,1,0.264,0.209
766,7,19,1,148964,139074,9890,4771654,3423148,1348506,93.361,6.6389999999999985,2,3.122,3.275
767,7,19,3,38749,30216,8533,4771654,3423148,1348506,77.979,22.021,2,0.812,0.858
768,7,19,7,1200172,571119,629053,4771654,3423148,1348506,47.58600000000001,52.414,1,25.151999999999997,25.211
769,7,19,4,787430,762963,24467,4771654,3423148,1348506,96.893,3.107,1,16.502,14.652000000000001
770,7,19,5,1771788,1252663,519125,4771654,3423148,1348506,70.70100000000002,29.299,2,37.132,38.613
771,7,19,6,324729,229549,95180,4771654,3423148,1348506,70.689,29.311,2,6.805,6.21
772,7,19,9,76684,52301,24383,4771654,3423148,1348506,68.203,31.797,0,1.607,1.7690000000000001
773,7,19,8,410526,374769,35757,4771654,3423148,1348506,91.29,8.71,2,8.603,9.203
774,7,20,2,5930,5882,48,4209155,2791683,1417472,99.191,0.809,2,0.141,0.376
775,7,20,1,2007167,1612914,394253,4209155,2791683,1417472,80.358,19.642,1,47.68600000000001,45.782
776,7,20,3,3723,2462,1261,4209155,2791683,1417472,66.12899999999999,33.871,2,0.08800000000000001,0.214
777,7,20,7,806479,270730,535749,4209155,2791683,1417472,33.569,66.431,1,19.16,19.773
778,7,20,4,434477,423367,11110,4209155,2791683,1417472,97.443,2.557,1,10.322000000000001,9.482999999999999
779,7,20,5,694727,257083,437644,4209155,2791683,1417472,37.005,62.995,2,16.505,17.567
780,7,20,6,91354,64917,26437,4209155,2791683,1417472,71.061,28.939,2,2.17,1.915
781,7,20,9,19004,11824,7180,4209155,2791683,1417472,62.218,37.782,0,0.451,0.395
782,7,20,8,146294,142504,3790,4209155,2791683,1417472,97.409,2.591,2,3.4760000000000004,4.495
783,7,21,2,43832,42465,1367,6744074,4295891,2448183,96.881,3.119,1,0.65,0.355
784,7,21,1,2172978,1609309,563669,6744074,4295891,2448183,74.06,25.94,2,32.221,33.123000000000005
785,7,21,3,18031,12984,5047,6744074,4295891,2448183,72.009,27.991,2,0.267,0.33
786,7,21,7,1588235,669603,918632,6744074,4295891,2448183,42.16,57.84,2,23.55,23.336
787,7,21,4,633128,618316,14812,6744074,4295891,2448183,97.661,2.339,2,9.388,10.376
788,7,21,5,1764363,922677,841686,6744074,4295891,2448183,52.295,47.705,1,26.162,23.941999999999997
789,7,21,6,203288,135859,67429,6744074,4295891,2448183,66.831,33.169000000000004,1,3.014,3.321
790,7,21,9,40286,24883,15403,6744074,4295891,2448183,61.76600000000001,38.234,0,0.597,0.722
791,7,21,8,279933,259795,20138,6744074,4295891,2448183,92.806,7.194,2,4.151,4.496
792,7,22,2,4386,4224,162,1825845,1242237,583608,96.306,3.694,2,0.24,0.444
793,7,22,1,221232,196428,24804,1825845,1242237,583608,88.788,11.212,1,12.117,11.126
794,7,22,3,7609,6321,1288,1825845,1242237,583608,83.073,16.927,2,0.41700000000000004,0.66
795,7,22,7,466210,204699,261511,1825845,1242237,583608,43.907,56.093,2,25.534000000000002,23.373
796,7,22,4,286375,275275,11100,1825845,1242237,583608,96.124,3.876,2,15.685,16.512999999999998
797,7,22,5,620652,379452,241200,1825845,1242237,583608,61.13800000000001,38.862,2,33.993,34.951
798,7,22,6,79811,59310,20501,1825845,1242237,583608,74.313,25.687,1,4.371,4.973
799,7,22,9,29696,16174,13522,1825845,1242237,583608,54.465,45.535,0,1.626,1.454
800,7,22,8,109874,100354,9520,1825845,1242237,583608,91.336,8.664,2,6.018,6.507000000000001
801,7,23,2,2818,2493,325,1156106,808684,347422,88.46700000000001,11.533,1,0.244,0.20800000000000002
802,7,23,1,130018,116612,13406,1156106,808684,347422,89.689,10.311,2,11.245999999999999,12.958
803,7,23,3,14088,11868,2220,1156106,808684,347422,84.242,15.758,1,1.219,0.9790000000000001
804,7,23,7,408437,176419,232018,1156106,808684,347422,43.194,56.806,2,35.329,35.056
805,7,23,4,244251,231152,13099,1156106,808684,347422,94.637,5.363,1,21.127,19.268
806,7,23,5,158505,96958,61547,1156106,808684,347422,61.17,38.83,1,13.71,12.530999999999999
807,7,23,6,48844,36921,11923,1156106,808684,347422,75.59,24.41,1,4.225,4.962
808,7,23,9,22543,17197,5346,1156106,808684,347422,76.285,23.715,0,1.95,1.8359999999999999
809,7,23,8,126602,119064,7538,1156106,808684,347422,94.046,5.954,2,10.950999999999999,12.200999999999999
810,7,24,2,21880,21370,510,2671563,1904621,766942,97.669,2.331,2,0.8190000000000001,1.008
811,7,24,1,808131,708943,99188,2671563,1904621,766942,87.726,12.274,1,30.249000000000002,28.6
812,7,24,3,12197,10576,1621,2671563,1904621,766942,86.71,13.29,2,0.457,0.542
813,7,24,7,599907,250891,349016,2671563,1904621,766942,41.822,58.178,1,22.455,23.39
814,7,24,4,291510,282359,9151,2671563,1904621,766942,96.861,3.139,2,10.912,11.08
815,7,24,5,677089,424531,252558,2671563,1904621,766942,62.699,37.301,2,25.344,26.151999999999997
816,7,24,6,124735,91391,33344,2671563,1904621,766942,73.268,26.732,2,4.669,3.855
817,7,24,9,22408,12397,10011,2671563,1904621,766942,55.324,44.676,0,0.8390000000000001,0.726
818,7,24,8,113706,102163,11543,2671563,1904621,766942,89.848,10.152,2,4.256,4.646
819,7,25,2,12931,12750,181,2903672,2047317,856355,98.6,1.4,2,0.445,0.48
820,7,25,1,914063,798982,115081,2903672,2047317,856355,87.41,12.59,1,31.48,29.305
821,7,25,3,27279,22734,4545,2903672,2047317,856355,83.339,16.660999999999998,2,0.9390000000000001,0.98
822,7,25,7,829185,353156,476029,2903672,2047317,856355,42.591,57.409,1,28.555999999999997,28.925
823,7,25,4,337278,326571,10707,2903672,2047317,856355,96.825,3.175,2,11.616,12.665
824,7,25,5,481895,292635,189260,2903672,2047317,856355,60.726000000000006,39.274,1,16.596,16.362000000000002
825,7,25,6,144042,99063,44979,2903672,2047317,856355,68.774,31.226,1,4.961,5.459
826,7,25,9,33333,25417,7916,2903672,2047317,856355,76.252,23.748,0,1.148,1.178
827,7,25,8,123666,116009,7657,2903672,2047317,856355,93.808,6.192,2,4.2589999999999995,4.648
828,7,26,2,30819,30592,227,2551134,1741249,809885,99.263,0.737,2,1.208,1.9269999999999998
829,7,26,1,434920,378388,56532,2551134,1741249,809885,87.00200000000002,12.998,2,17.048,17.576
830,7,26,3,23320,18695,4625,2551134,1741249,809885,80.167,19.833,2,0.914,1.028
831,7,26,7,665953,321457,344496,2551134,1741249,809885,48.27,51.73,1,26.104,26.214000000000002
832,7,26,4,394543,377222,17321,2551134,1741249,809885,95.61,4.39,1,15.465,13.632
833,7,26,5,714930,392963,321967,2551134,1741249,809885,54.965,45.035,2,28.024,28.678
834,7,26,6,116042,74255,41787,2551134,1741249,809885,63.99,36.01,1,4.5489999999999995,5.047
835,7,26,9,43126,28071,15055,2551134,1741249,809885,65.09100000000001,34.909,0,1.69,1.464
836,7,26,8,127481,119606,7875,2551134,1741249,809885,93.823,6.1770000000000005,1,4.997,4.435
837,7,27,2,167595,142847,24748,1997412,1532521,464891,85.23299999999998,14.767,1,8.391,6.565
838,7,27,1,549025,527298,21727,1997412,1532521,464891,96.043,3.957,1,27.487,27.438000000000002
839,7,27,3,18214,16156,2058,1997412,1532521,464891,88.70100000000002,11.299,1,0.912,0.741
840,7,27,7,523869,247152,276717,1997412,1532521,464891,47.178,52.822,1,26.226999999999997,27.811
841,7,27,4,265715,260548,5167,1997412,1532521,464891,98.055,1.945,2,13.302999999999999,13.369000000000002
842,7,27,5,260609,159542,101067,1997412,1532521,464891,61.219,38.781,1,13.047,11.908
843,7,27,6,78520,57662,20858,1997412,1532521,464891,73.436,26.564,1,3.931,4.252
844,7,27,9,21940,14410,7530,1997412,1532521,464891,65.679,34.321,0,1.0979999999999999,0.934
845,7,27,8,111925,106906,5019,1997412,1532521,464891,95.516,4.484,2,5.604,6.983
846,7,28,2,50379,41888,8491,3345082,2334503,1010579,83.146,16.854,1,1.506,1.3090000000000002
847,7,28,1,375227,348408,26819,3345082,2334503,1010579,92.853,7.147,1,11.217,11.165
848,7,28,3,47872,36212,11660,3345082,2334503,1010579,75.643,24.357,1,1.431,1.031
849,7,28,7,930122,460097,470025,3345082,2334503,1010579,49.466,50.534,2,27.805999999999997,27.275
850,7,28,4,505581,493210,12371,3345082,2334503,1010579,97.553,2.447,1,15.114,13.854000000000001
851,7,28,5,984655,579566,405089,3345082,2334503,1010579,58.86,41.14,2,29.436,31.469
852,7,28,6,155193,118274,36919,3345082,2334503,1010579,76.211,23.789,2,4.638999999999999,3.992
853,7,28,9,45694,33095,12599,3345082,2334503,1010579,72.42699999999998,27.573,0,1.3659999999999999,1.403
854,7,28,8,250359,223753,26606,3345082,2334503,1010579,89.37299999999998,10.627,2,7.484,8.503
855,7,29,2,851,772,79,1248673,860153,388520,90.717,9.283,2,0.068,0.086
856,7,29,1,260676,230602,30074,1248673,860153,388520,88.463,11.537,1,20.875999999999998,20.099
857,7,29,3,4202,3712,490,1248673,860153,388520,88.339,11.661,1,0.337,0.28
858,7,29,7,294735,129606,165129,1248673,860153,388520,43.974,56.026,1,23.604,23.816
859,7,29,4,167254,163678,3576,1248673,860153,388520,97.862,2.138,2,13.395,13.589
860,7,29,5,428335,248253,180082,1248673,860153,388520,57.958,42.042,2,34.303000000000004,35.013000000000005
861,7,29,6,29202,23690,5512,1248673,860153,388520,81.125,18.875,1,2.339,2.356
862,7,29,9,4301,2677,1624,1248673,860153,388520,62.24100000000001,37.759,0,0.344,0.466
863,7,29,8,59117,57163,1954,1248673,860153,388520,96.695,3.305,1,4.734,4.295
864,7,30,2,114451,92355,22096,8068123,6086450,1981673,80.694,19.306,1,1.419,1.198
865,7,30,1,2824739,2590190,234549,8068123,6086450,1981673,91.697,8.302999999999999,2,35.010999999999996,36.419000000000004
866,7,30,3,70656,63670,6986,8068123,6086450,1981673,90.113,9.887,1,0.8759999999999999,0.835
867,7,30,7,1983759,854802,1128957,8068123,6086450,1981673,43.09,56.91,2,24.588,24.254
868,7,30,4,1034953,996432,38521,8068123,6086450,1981673,96.278,3.722,1,12.828,12.783
869,7,30,5,1332177,874489,457688,8068123,6086450,1981673,65.64399999999999,34.356,1,16.512,14.568
870,7,30,6,166847,133733,33114,8068123,6086450,1981673,80.153,19.847,1,2.068,2.8710000000000004
871,7,30,9,55435,35451,19984,8068123,6086450,1981673,63.951,36.049,0,0.687,0.753
872,7,30,8,485106,445328,39778,8068123,6086450,1981673,91.8,8.2,2,6.013,6.32
873,7,31,2,4072,3612,460,2164142,1454517,709625,88.70299999999997,11.297,2,0.188,0.263
874,7,31,1,408086,372190,35896,2164142,1454517,709625,91.204,8.796,1,18.857,18.552
875,7,31,3,16643,12384,4259,2164142,1454517,709625,74.41,25.59,1,0.769,0.757
876,7,31,7,503966,219608,284358,2164142,1454517,709625,43.576,56.424,1,23.287,23.784000000000002
877,7,31,4,315112,308665,6447,2164142,1454517,709625,97.954,2.046,2,14.561,14.565999999999999
878,7,31,5,684621,338151,346470,2164142,1454517,709625,49.392,50.608,1,31.635,29.831
879,7,31,6,88818,70066,18752,2164142,1454517,709625,78.887,21.113000000000003,1,4.104,4.859
880,7,31,9,20136,13780,6356,2164142,1454517,709625,68.435,31.565,0,0.93,1.1640000000000001
881,7,31,8,122688,116061,6627,2164142,1454517,709625,94.598,5.402,2,5.669,6.224
882,7,32,2,15034,14339,695,1484665,1052574,432091,95.377,4.623,2,1.013,2.092
883,7,32,1,579481,475970,103511,1484665,1052574,432091,82.137,17.863,1,39.031,38.204
884,7,32,3,4986,4889,97,1484665,1052574,432091,98.055,1.945,2,0.336,0.364
885,7,32,7,387988,147379,240609,1484665,1052574,432091,37.985,62.015,2,26.133000000000003,25.084
886,7,32,4,213910,211766,2144,1484665,1052574,432091,98.998,1.002,1,14.408,13.07
887,7,32,5,190852,122278,68574,1484665,1052574,432091,64.07,35.93,2,12.855,15.114
888,7,32,6,46038,35451,10587,1484665,1052574,432091,77.00399999999998,22.996,2,3.1010000000000004,3.071
889,7,32,9,9956,5115,4841,1484665,1052574,432091,51.37600000000001,48.624,0,0.6709999999999999,0.615
890,7,32,8,36420,35387,1033,1484665,1052574,432091,97.164,2.8360000000000003,1,2.4530000000000003,2.387
891,8,1,2,4037,3810,227,1040027,739166,300861,94.377,5.622999999999998,2,0.38799999999999996,0.48200000000000004
892,8,1,1,104727,99173,5554,1040027,739166,300861,94.697,5.303,1,10.07,9.703
893,8,1,3,5618,4279,1339,1040027,739166,300861,76.166,23.834,2,0.54,0.57
894,8,1,7,299538,146741,152797,1040027,739166,300861,48.989,51.011,2,28.801,27.153000000000002
895,8,1,4,140650,136786,3864,1040027,739166,300861,97.253,2.747,1,13.524000000000001,13.133
896,8,1,5,362918,242126,120792,1040027,739166,300861,66.71600000000001,33.284,2,34.895,36.571
897,8,1,6,52333,42820,9513,1040027,739166,300861,81.822,18.178,1,5.032,5.202999999999999
898,8,1,9,9947,6515,3432,1040027,739166,300861,65.497,34.503,0,0.956,1.133
899,8,1,8,60259,56916,3343,1040027,739166,300861,94.452,5.547999999999999,2,5.794,6.0520000000000005
900,8,2,2,4065,4065,0,3093772,2033952,1059820,100.0,0.0,2,0.131,0.147
901,8,2,1,292333,224042,68291,3093772,2033952,1059820,76.639,23.361,1,9.449,9.408
902,8,2,3,19938,13567,6371,3093772,2033952,1059820,68.046,31.954,2,0.644,1.013
903,8,2,7,903765,476036,427729,3093772,2033952,1059820,52.673,47.327,2,29.212,28.693
904,8,2,4,456652,433304,23348,3093772,2033952,1059820,94.887,5.113,1,14.76,12.104000000000001
905,8,2,5,1076055,612580,463475,3093772,2033952,1059820,56.928,43.072,2,34.781,37.242
906,8,2,6,117195,81836,35359,3093772,2033952,1059820,69.829,30.171,1,3.7880000000000003,3.951
907,8,2,9,32502,21144,11358,3093772,2033952,1059820,65.054,34.946,0,1.051,1.246
908,8,2,8,191267,167378,23889,3093772,2033952,1059820,87.51,12.49,2,6.182,6.196000000000001
909,8,3,2,5545,5334,211,602585,432408,170177,96.195,3.805,2,0.92,1.746
910,8,3,1,98004,76594,21410,602585,432408,170177,78.154,21.846,2,16.264,17.585
911,8,3,3,12026,9676,2350,602585,432408,170177,80.459,19.541,2,1.996,2.149
912,8,3,7,191750,93515,98235,602585,432408,170177,48.769,51.231,2,31.820999999999998,31.247
913,8,3,4,145976,137026,8950,602585,432408,170177,93.869,6.131,1,24.225,20.465999999999998
914,8,3,5,75426,50564,24862,602585,432408,170177,67.038,32.962,2,12.517000000000001,12.94
915,8,3,6,24286,17429,6857,602585,432408,170177,71.766,28.234,1,4.03,5.093999999999999
916,8,3,9,6380,3122,3258,602585,432408,170177,48.934,51.066,0,1.0590000000000002,1.524
917,8,3,8,43192,39148,4044,602585,432408,170177,90.637,9.363,2,7.167999999999999,7.25
918,8,4,2,39704,33555,6149,848798,633525,215273,84.51299999999998,15.487,1,4.678,3.4410000000000003
919,8,4,1,264140,247570,16570,848798,633525,215273,93.727,6.273,2,31.119,31.868000000000002
920,8,4,3,5425,4385,1040,848798,633525,215273,80.829,19.171,1,0.639,0.608
921,8,4,7,212244,94326,117918,848798,633525,215273,44.442,55.558,2,25.005,24.63
922,8,4,4,120327,114507,5820,848798,633525,215273,95.163,4.837,2,14.175999999999998,15.248
923,8,4,5,126656,67588,59068,848798,633525,215273,53.363,46.637,2,14.922,15.047
924,8,4,6,18140,14941,3199,848798,633525,215273,82.365,17.635,1,2.137,2.478
925,8,4,9,9262,6454,2808,848798,633525,215273,69.683,30.317,0,1.091,1.024
926,8,4,8,52900,50199,2701,848798,633525,215273,94.894,5.106,1,6.232,5.6579999999999995
927,8,5,2,6398,6338,60,4896738,3908146,988592,99.062,0.938,2,0.131,0.203
928,8,5,1,2634968,2516593,118375,4896738,3908146,988592,95.508,4.492,1,53.81100000000001,53.291000000000004
929,8,5,3,26318,23660,2658,4896738,3908146,988592,89.9,10.1,1,0.537,0.42200000000000004
930,8,5,7,912228,311354,600874,4896738,3908146,988592,34.131,65.869,1,18.629,18.884
931,8,5,4,448506,437902,10604,4896738,3908146,988592,97.636,2.364,2,9.158999999999999,9.266
932,8,5,5,464216,247146,217070,4896738,3908146,988592,53.239,46.761,2,9.48,10.409
933,8,5,6,158885,130175,28710,4896738,3908146,988592,81.93,18.07,2,3.245,2.622
934,8,5,9,16178,10483,5695,4896738,3908146,988592,64.798,35.202,0,0.33,0.386
935,8,5,8,229041,224495,4546,4896738,3908146,988592,98.015,1.985,1,4.677,4.518
936,8,6,2,10285,9447,838,3465501,2483950,981551,91.852,8.148,2,0.297,0.9690000000000001
937,8,6,1,531873,508850,23023,3465501,2483950,981551,95.671,4.329,1,15.347999999999999,14.63
938,8,6,3,28310,25746,2564,3465501,2483950,981551,90.943,9.057,2,0.8170000000000001,0.848
939,8,6,7,952303,523639,428664,3465501,2483950,981551,54.987,45.01300000000001,2,27.48,24.111
940,8,6,4,435558,422689,12869,3465501,2483950,981551,97.045,2.955,1,12.568,11.259
941,8,6,5,1193968,733576,460392,3465501,2483950,981551,61.44,38.56,2,34.453,38.881
942,8,6,6,120870,95032,25838,3465501,2483950,981551,78.623,21.377,1,3.488,3.613
943,8,6,9,49426,37150,12276,3465501,2483950,981551,75.163,24.837,0,1.426,1.3430000000000002
944,8,6,8,142908,127821,15087,3465501,2483950,981551,89.443,10.557,2,4.124,4.346
945,8,7,2,6587,6587,0,7869340,5168123,2701217,100.0,0.0,2,0.084,0.094
946,8,7,1,101724,79510,22214,7869340,5168123,2701217,78.16199999999998,21.838,1,1.2930000000000001,1.018
947,8,7,3,102499,86628,15871,7869340,5168123,2701217,84.516,15.484000000000002,1,1.3030000000000002,0.813
948,8,7,7,2872567,1411811,1460756,7869340,5168123,2701217,49.148,50.852,1,36.503,37.917
949,8,7,4,846100,789321,56779,7869340,5168123,2701217,93.289,6.711,2,10.752,11.503
950,8,7,5,2172448,1410549,761899,7869340,5168123,2701217,64.929,35.071,1,27.605999999999998,25.005
951,8,7,6,542936,384842,158094,7869340,5168123,2701217,70.882,29.118,2,6.899,6.537999999999999
952,8,7,9,352552,229136,123416,7869340,5168123,2701217,64.994,35.006,0,4.48,4.6080000000000005
953,8,7,8,871927,769739,102188,7869340,5168123,2701217,88.28,11.72,2,11.08,12.504000000000001
954,8,8,2,58669,56404,2265,2744148,1976612,767536,96.139,3.861,1,2.138,1.9569999999999999
955,8,8,1,210021,193827,16194,2744148,1976612,767536,92.289,7.711,2,7.653,7.726
956,8,8,3,28116,24297,3819,2744148,1976612,767536,86.417,13.583,1,1.025,0.6990000000000001
957,8,8,7,735631,331844,403787,2744148,1976612,767536,45.11,54.89,2,26.807,24.808000000000003
958,8,8,4,398654,381917,16737,2744148,1976612,767536,95.802,4.198,1,14.527000000000001,12.539000000000001
959,8,8,5,961880,694766,267114,2744148,1976612,767536,72.23,27.77,2,35.052,40.069
960,8,8,6,153344,122625,30719,2744148,1976612,767536,79.967,20.033,2,5.587999999999999,4.703
961,8,8,9,34758,16450,18308,2744148,1976612,767536,47.327,52.673,0,1.2670000000000001,1.236
962,8,8,8,163075,154482,8593,2744148,1976612,767536,94.731,5.269,2,5.943,6.265
963,8,9,2,9909,9439,470,685977,472926,213051,95.257,4.743,2,1.445,1.4809999999999999
964,8,9,1,151909,127870,24039,685977,472926,213051,84.175,15.825,1,22.145,21.688000000000002
965,8,9,3,7486,6051,1435,685977,472926,213051,80.831,19.169,2,1.091,1.1640000000000001
966,8,9,7,194030,74466,119564,685977,472926,213051,38.379,61.621,2,28.285,27.491
967,8,9,4,108306,103781,4525,685977,472926,213051,95.822,4.178,1,15.789000000000001,14.988
968,8,9,5,99108,59711,39397,685977,472926,213051,60.24800000000001,39.752,2,14.448,15.36
969,8,9,6,30418,21361,9057,685977,472926,213051,70.225,29.775,1,4.434,4.998
970,8,9,9,11579,7633,3946,685977,472926,213051,65.921,34.079,0,1.6880000000000002,1.406
971,8,9,8,73232,62614,10618,685977,472926,213051,85.501,14.499,2,10.675999999999998,11.423
972,8,10,2,53707,49365,4342,1548579,1174722,373857,91.915,8.085,1,3.468,2.742
973,8,10,1,388411,370547,17864,1548579,1174722,373857,95.401,4.599,1,25.081999999999997,24.413
974,8,10,3,7852,6499,1353,1548579,1174722,373857,82.76899999999998,17.230999999999998,2,0.507,0.632
975,8,10,7,397794,177890,219904,1548579,1174722,373857,44.719,55.28100000000001,2,25.688000000000002,24.853
976,8,10,4,182206,180277,1929,1548579,1174722,373857,98.941,1.0590000000000002,2,11.765999999999998,12.53
977,8,10,5,333104,228439,104665,1548579,1174722,373857,68.579,31.421,2,21.51,24.160999999999998
978,8,10,6,55946,40904,15042,1548579,1174722,373857,73.113,26.887,2,3.613,3.373
979,8,10,9,11239,6883,4356,1548579,1174722,373857,61.242,38.758,0,0.726,0.8140000000000001
980,8,10,8,118320,113918,4402,1548579,1174722,373857,96.28,3.72,1,7.641,6.482
981,8,11,2,13132,13046,86,14755122,10493474,4261648,99.345,0.655,2,0.08900000000000001,0.177
982,8,11,1,1333374,1176490,156884,14755122,10493474,4261648,88.234,11.765999999999998,1,9.037,8.054
983,8,11,3,118217,111045,7172,14755122,10493474,4261648,93.933,6.067,1,0.8009999999999999,0.599
984,8,11,7,4136660,1990446,2146214,14755122,10493474,4261648,48.117,51.883,1,28.035,30.844
985,8,11,4,2259277,2195078,64199,14755122,10493474,4261648,97.158,2.842,1,15.312000000000001,14.405
986,8,11,5,4382703,2839297,1543406,14755122,10493474,4261648,64.78399999999999,35.216,1,29.703000000000003,29.500999999999998
987,8,11,6,663705,504923,158782,14755122,10493474,4261648,76.07600000000002,23.924,2,4.498,4.439
988,8,11,9,231593,134882,96711,14755122,10493474,4261648,58.24100000000001,41.75899999999999,0,1.57,1.5630000000000002
989,8,11,8,1616461,1528267,88194,14755122,10493474,4261648,94.544,5.456,1,10.955,10.418
990,8,12,2,14622,13434,1188,5672771,3874689,1798082,91.875,8.125,2,0.258,0.313
991,8,12,1,990239,854157,136082,5672771,3874689,1798082,86.258,13.742,1,17.456,16.295
992,8,12,3,27101,25301,1800,5672771,3874689,1798082,93.358,6.642,2,0.478,0.526
993,8,12,7,1478742,643349,835393,5672771,3874689,1798082,43.507,56.493,2,26.066999999999997,25.482
994,8,12,4,664545,645881,18664,5672771,3874689,1798082,97.191,2.809,2,11.715,12.095999999999998
995,8,12,5,2000072,1285305,714767,5672771,3874689,1798082,64.263,35.73699999999999,2,35.257,35.781
996,8,12,6,242956,184205,58751,5672771,3874689,1798082,75.818,24.182,1,4.283,5.098
997,8,12,9,33690,22713,10977,5672771,3874689,1798082,67.418,32.582,0,0.594,0.634
998,8,12,8,220804,200344,20460,5672771,3874689,1798082,90.734,9.266,1,3.892,3.775
999,8,13,2,10627,10106,521,3516402,2351337,1165065,95.097,4.9030000000000005,2,0.302,0.325
1000,8,13,1,1410828,1184374,226454,3516402,2351337,1165065,83.949,16.051,2,40.121,44.214
1001,8,13,3,30022,25814,4208,3516402,2351337,1165065,85.984,14.015999999999998,1,0.8540000000000001,0.522
1002,8,13,7,854743,282707,572036,3516402,2351337,1165065,33.075,66.925,2,24.307,22.162
1003,8,13,4,347491,338000,9491,3516402,2351337,1165065,97.269,2.7310000000000003,1,9.882,9.879
1004,8,13,5,545419,222686,322733,3516402,2351337,1165065,40.828,59.172,1,15.511,14.311
1005,8,13,6,80485,64740,15745,3516402,2351337,1165065,80.437,19.563,1,2.289,2.497
1006,8,13,9,21742,13894,7848,3516402,2351337,1165065,63.904,36.096,0,0.618,0.5579999999999999
1007,8,13,8,215045,209016,6029,3516402,2351337,1165065,97.196,2.804,1,6.115,5.5329999999999995
1008,8,14,2,16011,14839,1172,2768029,1949011,819018,92.68,7.32,1,0.578,0.537
1009,8,14,1,923221,742986,180235,2768029,1949011,819018,80.47800000000002,19.522,1,33.353,31.308000000000003
1010,8,14,3,18353,14327,4026,2768029,1949011,819018,78.064,21.936,1,0.6629999999999999,0.613
1011,8,14,7,605547,274934,330613,2768029,1949011,819018,45.403,54.597,1,21.875999999999998,23.351999999999997
1012,8,14,4,341695,333994,7701,2768029,1949011,819018,97.746,2.254,2,12.344000000000001,13.095999999999998
1013,8,14,5,605820,341974,263846,2768029,1949011,819018,56.448,43.552,2,21.886,22.375
1014,8,14,6,107549,89246,18303,2768029,1949011,819018,82.98200000000001,17.018,2,3.885,3.173
1015,8,14,9,18555,10425,8130,2768029,1949011,819018,56.184,43.816,0,0.67,0.62
1016,8,14,8,131278,126286,4992,2768029,1949011,819018,96.197,3.803,2,4.743,4.926
1017,8,15,2,7600,7600,0,7718549,5264896,2453653,100.0,0.0,2,0.098,0.138
1018,8,15,1,1111687,984845,126842,7718549,5264896,2453653,88.59,11.41,2,14.402999999999999,15.06
1019,8,15,3,37327,29439,7888,7718549,5264896,2453653,78.868,21.132,1,0.484,0.46399999999999997
1020,8,15,7,2287313,1030395,1256918,7718549,5264896,2453653,45.048,54.952,2,29.634,29.414
1021,8,15,4,1068106,1030868,37238,7718549,5264896,2453653,96.514,3.486,1,13.838,12.827
1022,8,15,5,2372813,1519156,853657,7718549,5264896,2453653,64.023,35.977,1,30.741999999999997,30.311
