Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,50341811,51089401,51842878,52605394,53379977,54168354,54971857,55789025,56615016,57442952,58267178,59086047,59898831,60701894,61491298,62264084,63018018,63752822,64469966,
